id,date_created,last_updated,uid,description,name,field
7,2013-11-17 22:01:50,2013-11-17 22:01:50,52893cce49958,,String,123
8,2013-11-17 22:01:50,2013-11-17 22:01:50,52893cce4a0d1,,Integer,123
9,2013-11-17 22:01:50,2013-11-17 22:01:50,52893cce4a6ff,,Double,123
10,2013-11-17 22:01:50,2013-11-17 22:01:50,52893cce4ad5d,,Date,123
11,2013-11-17 22:01:50,2013-11-17 22:01:50,52893cce4b487,,Telephone,123
12,2013-11-17 22:01:50,2013-11-17 22:01:50,52893cce4bafd,,Email,123
